m_Label,m_TypeID,m_DisplayLevel,m_BreakRate,m_MaxSLD,m_MaxHP,m_MaxSP,m_AtkP,m_DefP,m_AtkM,m_DefM,m_Agi,m_Crt,m_CrtDef,m_EquipAtk,m_ResistAilmentID,m_ResistAilment,m_TacticalAssignID,m_SkillsID,m_Exp,m_Money,m_DropReward,m_EventDropRewards,m_StatusOffset,m_Bottle,m_Name,m_Level,m_Hp,m_Shield,m_RaceIndices,m_DisplaySpecialSkillGauge,m_GenerateSpecialSkillValueOrverTurn,m_ReduceSpecialSkillValueBreak,m_MaxSpecialSkillValue,m_id,
ePC019_Chp3_Em01,d14f19,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,10062,20189,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10069,
ePC019_Chp3_Em02,d14f19,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,10062,20189,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10070,
ePC019_Chp3_Em03,d14f19,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,10062,20189,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10071,
ePC019_Chp4_Em01,d13adf,55,d100c8,14,50298,98,663,110,531,26,220,258,268,71da00,0,99000000000000000000da00,79,20072,40700,17094,00da00,93000000,92ca3e99999aca3da3d70a,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10072,
ePC020_Chp1_Em01,d14f3e,42,d100c8,9,7024,73,475,38,475,38,160,189,186,4bda00,0,99000000000000000000da00,3,237,6624,4816,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,10073,
ePC020_Chp4_Em01,d13ae1,45,d100c8,10,13507,75,419,77,326,14,148,176,190,4fda00,0,99000000000000000000da00,3,223,9556,6853,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002f00da00,c2da00,00da00,00da00,00de0023,20244,
ePC020_Chp4_Em02,d13ae1,45,d100c8,10,13507,75,419,77,326,14,148,176,190,4fda00,0,99000000000000000000da00,3,223,9556,6853,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002f00da00,c2da00,00da00,00da00,00de0023,10074,
ePC021_Chp1_Em01,d13ae2,32,d100c8,8,3956,55,363,28,363,28,130,142,148,3cda00,0,99000000000000000000da00,3,195,2304,3072,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002300da00,c2da00,00da00,00da00,00de0023,20250,
ePC021_Chp1_Em02,d13ae2,32,d100c8,8,3956,55,363,28,363,28,130,142,148,3cda00,0,99000000000000000000da00,3,195,2304,3072,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002300da00,c2da00,00da00,00da00,00de0023,10075,
ePC021_Chp2_Em01,d14f3f,33,d100c8,9,6089,59,328,26,328,26,174,180,156,3cda00,0,99000000000000000000da00,3,72,2714,3648,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,10076,
ePC021_Chp4_Em01,d13ae4,35,d100c8,10,16749,62,436,36,436,36,167,174,179,3fda00,0,99000000000000000000da00,81,20077,8214,11088,00da00,93000000,92ca00000000ca3e051eb8,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,10077,
ePC022_Chp1_Em01,d13ae5,12,d100c8,5,2519,37,205,16,205,16,99,103,113,1ada00,0,99000000000000000000da00,3,20078,80,527,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10078,
ePC022_Chp2_Em01,d13ae6,13,d100c8,5,1862,35,153,13,153,13,124,119,112,1ada00,0,99000000000000000000da00,3,72,48,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,20045,
ePC022_Chp2_Em02,d13ae6,13,d100c8,5,1862,35,153,13,153,13,124,119,112,1ada00,0,99000000000000000000da00,3,72,48,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,20046,
ePC022_Chp2_Em03,d13ae6,13,d100c8,5,1862,35,153,13,153,13,124,119,112,1ada00,0,99000000000000000000da00,3,72,48,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,10079,
ePC022_Chp3_Em01,d13ae7,14,d100c8,4,4198,37,176,29,176,29,90,93,113,1dda00,0,99000000000000000000da00,14,20080,80,527,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,20004,
ePC022_Chp3_Em02,d13ae7,14,d100c8,4,4198,37,176,29,176,29,90,93,113,1dda00,0,99000000000000000000da00,14,20080,80,527,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10080,
ePC023_Chp1_Em01,d13ae8,12,d100c8,5,2239,37,176,14,176,14,126,121,113,1ada00,0,99000000000000000000da00,3,20,58,383,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001100da00,c2da00,00da00,00da00,00de0023,10081,
ePC023_Chp2_Em01,d14f40,13,d100c8,5,2428,37,193,14,193,14,128,123,115,1ada00,0,99000000000000000000da00,3,72,68,484,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001500da00,c2da00,00da00,00da00,00de0023,10082,
ePC023_Chp3_Em01,d14f41,14,d100c8,5,3589,36,137,36,137,36,63,92,146,1dda00,0,99000000000000000000da00,8,12,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000600da00,c2da00,00da00,00da00,00de0023,10083,
ePC023_Chp3_Em02,d14f42,14,d100c8,5,1538,36,192,16,192,16,98,102,112,1dda00,0,99000000000000000000da00,3,17,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000500da00,c2da00,00da00,00da00,00de0023,10084,
ePC023_Chp3_Em03,d14f43,14,d100c8,5,2051,36,164,14,164,14,125,120,112,1dda00,0,99000000000000000000da00,3,20,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000100da00,c2da00,00da00,00da00,00de0023,10086,
ePC023_Chp4_Em01,d13aee,15,d100c8,6,7012,39,286,20,286,20,121,117,129,1dda00,0,99000000000000000000da00,82,20087,228,1688,00da00,93000000,92cabcf5c28fca3ca3d70a,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10087,
ePC024_Chp1_Em01,d13af0,12,d100c8,5,1680,37,205,16,205,16,99,103,113,1ada00,0,99000000000000000000da00,2,20088,58,383,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003300da00,c2da00,00da00,00da00,00de0023,10088,
ePC024_Chp2_Em01,d14f90,13,d100c8,4,3642,37,193,30,193,30,91,94,115,1ada00,0,99000000000000000000da00,3,20089,68,484,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004000da00,c2da00,00da00,00da00,00de0023,10089,
ePC024_Chp3_Em01,d13af2,14,d100c8,5,2051,36,164,14,164,14,125,120,112,1dda00,0,99000000000000000000da00,4,20090,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000800da00,c2da00,00da00,00da00,00de0023,10090,
ePC024_Chp3_Em02,d13af2,14,d100c8,5,2051,36,164,14,164,14,125,120,112,1dda00,0,99000000000000000000da00,4,20091,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000800da00,c2da00,00da00,00da00,00de0023,10091,
ePC024_Chp3_Em03,d13af2,14,d100c8,5,2051,36,164,14,164,14,125,120,112,1dda00,0,99000000000000000000da00,4,20092,53,384,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000800da00,c2da00,00da00,00da00,00de0023,10093,
ePC024_Chp4_Em01,d13af6,15,d100c8,6,6311,39,323,15,323,15,112,127,129,1dda00,0,99000000000000000000da00,4,149,228,1688,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000300da00,c2da00,00da00,00da00,00de0023,10094,
ePC025_Chp1_Em01,d13af7,33,d100c8,9,6225,56,369,28,369,28,132,146,150,3cda00,0,99000000000000000000da00,2,108,3356,4488,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,20135,
ePC025_Chp1_Em02,d13af7,33,d100c8,9,6225,56,369,28,369,28,132,146,150,3cda00,0,99000000000000000000da00,2,108,3356,4488,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10095,
ePC025_Chp4_Em01,d13af8,35,d100c8,9,8372,59,328,59,255,11,124,138,156,3fda00,0,99000000000000000000da00,10062,20189,3732,5016,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10096,
ePC025_Chp4_Em02,d14f91,35,d100c8,9,8372,59,328,59,255,11,124,138,156,3fda00,0,99000000000000000000da00,10062,20189,3732,5016,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10098,
ePC026_Chp4_Em01,d13afb,35,d100c8,9,5328,59,437,21,437,21,124,166,156,3fda00,0,99000000000000000000da00,3,20099,3732,5016,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,20141,
ePC026_Chp4_Em02,d13afb,35,d100c8,9,5328,59,437,21,437,21,124,166,156,3fda00,0,99000000000000000000da00,3,20099,3732,5016,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,20317,
ePC026_Chp4_Em04,d14fa5,35,d100c8,10,16749,62,436,36,436,36,167,174,179,3fda00,0,99000000000000000000da00,83,20100,8214,11088,00da00,93000000,92ca3d23d70aca3e147ae1,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10100,
ePC027_Chp1_Em01,d14f44,44,d100c8,9,6696,71,462,37,462,37,158,184,183,4bda00,0,99000000000000000000da00,3,265,6299,4648,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001300da00,c2da00,00da00,00da00,00de0023,10101,
ePC027_Chp1_Em02,d14f44,44,d100c8,9,6696,71,462,37,462,37,158,184,183,4bda00,0,99000000000000000000da00,3,265,6299,4648,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001300da00,c2da00,00da00,00da00,00de0023,10102,
ePC027_Chp1_Em03,d14f44,44,d100c8,9,6696,71,462,37,462,37,158,184,183,4bda00,0,99000000000000000000da00,3,265,6299,4648,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001300da00,c2da00,00da00,00da00,00de0023,10103,
ePC027_Chp2_Em01,d14f45,45,d100c8,9,7024,73,475,38,475,38,160,189,186,4fda00,0,99000000000000000000da00,8,267,6624,4816,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003000da00,c2da00,00da00,00da00,00de0023,20209,
ePC027_Chp2_Em02,d14f45,45,d100c8,9,7024,73,475,38,475,38,160,189,186,4fda00,0,99000000000000000000da00,8,267,6624,4816,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003000da00,c2da00,00da00,00da00,00de0023,20210,
ePC027_Chp2_Em03,d14f45,45,d100c8,9,7024,73,475,38,475,38,160,189,186,4fda00,0,99000000000000000000da00,8,267,6624,4816,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003000da00,c2da00,00da00,00da00,00de0023,10104,
ePC027_Chp3_Em01,d14fa1,46,d100c8,8,17090,80,456,77,456,77,156,189,202,4fda00,0,99000000000000000000da00,4,20105,8000,5547,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004600da00,c2da00,00da00,00da00,00de0023,10105,
ePC028_Chp1_Em01,d13b02,29,d100c8,8,5014,50,346,25,346,25,121,130,137,36da00,0,99000000000000000000da00,10000,10002,2042,3661,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10106,
ePC028_Chp1_Em02,d13b03,29,d100c8,8,5014,50,346,25,346,25,121,130,137,36da00,0,99000000000000000000da00,10001,10001,2042,3661,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10107,
ePC028_Chp1_Em03,d13b04,29,d100c8,8,5014,50,346,25,346,25,121,130,137,36da00,0,99000000000000000000da00,10001,10001,2042,3661,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10108,
ePC028_Chp2_Em01,d13b05,30,d100c8,8,5455,52,353,26,353,26,126,136,142,39da00,0,99000000000000000000da00,3,20109,2605,3943,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10109,
ePC028_Chp2_Em02,d13b05,30,d100c8,8,5455,52,353,26,353,26,126,136,142,39da00,0,99000000000000000000da00,3,20110,2605,3943,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10110,
ePC028_Chp3_Em01,d13b07,31,d100c8,8,5689,54,357,27,357,27,128,139,145,39da00,0,99000000000000000000da00,10027,10035,2887,4084,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,20145,
ePC028_Chp3_Em02,d13b07,31,d100c8,8,5689,54,357,27,357,27,128,139,145,39da00,0,99000000000000000000da00,10027,10035,2887,4084,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,20251,
ePC028_Chp4_Em01,d13b08,32,d100c8,11,15216,56,281,20,351,60,132,132,165,3cda00,0,99000000000000000000da00,134,20112,6712,8976,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10111,
ePC028_Chp4_Em02,d13b09,32,d100c8,8,5014,50,346,25,346,25,121,130,137,3cda00,0,99000000000000000000da00,4,20113,2042,3661,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000a00da00,c2da00,00da00,00da00,00de0023,10112,
ePC028_Chp4_Em03,d13b09,32,d100c8,8,5014,50,346,25,346,25,121,130,137,3cda00,0,99000000000000000000da00,4,20113,2042,3661,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000a00da00,c2da00,00da00,00da00,00de0023,10113,
ePC029_Chp4_Em01,d13b0a,32,d100c8,10,13832,56,404,32,404,32,156,159,165,3cda00,0,99000000000000000000da00,84,20114,6712,8976,00da00,93000000,92cabee66666ca3e0f5c29,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,20245,
ePC029_Chp4_Em02,d14edb,32,d100c8,8,6129,50,297,21,297,21,154,154,137,3cda00,0,99000000000000000000da00,10001,10001,2042,3661,00da00,93000000,92ca3e99999aca3dcccccd,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,20246,
ePC029_Chp4_Em03,d14edb,32,d100c8,8,6129,50,297,21,297,21,154,154,137,3cda00,0,99000000000000000000da00,10001,10001,2042,3661,00da00,93000000,92ca3e99999aca3dcccccd,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10114,
ePC030_Chp1_Em01,d14f46,44,d100c8,7,15457,76,431,73,431,73,150,180,194,4bda00,0,99000000000000000000da00,3,270,7275,5152,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002100da00,c2da00,00da00,00da00,00de0023,10222,
ePC030_Chp2_Em01,d13b3f,45,d100c8,10,14863,78,443,82,345,15,153,184,198,4fda00,0,99000000000000000000da00,10038,20169,10450,7315,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,10115,
ePC030_Chp4_Em01,d13b0c,47,d100c8,13,28482,80,506,83,405,15,156,189,202,53da00,0,99000000000000000000da00,10029,10037,20000,13867,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,10223,
ePC030_Chp4_Em02,d13b40,47,d100c8,10,12275,71,396,73,308,13,143,167,183,53da00,0,99000000000000000000da00,10028,10036,8661,6391,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,20212,
ePC030_Chp4_Em03,d13b40,47,d100c8,10,12275,71,396,73,308,13,143,167,183,53da00,0,99000000000000000000da00,10028,10036,8661,6391,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,10116,
ePC031_Chp1_Em01,d13b0d,12,d100c8,5,1680,37,205,16,205,16,99,103,113,1ada00,0,99000000000000000000da00,3,20117,58,383,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001000da00,c2da00,00da00,00da00,00de0023,10117,
ePC032_Chp1_Em01,d14f47,42,d100c8,9,7024,73,475,38,475,38,160,189,186,4bda00,0,99000000000000000000da00,3,237,6624,4816,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001900da00,c2da00,00da00,00da00,00de0023,10118,
ePC032_Chp3_Em01,d13b0f,44,d100c8,9,10535,73,475,38,475,38,160,189,186,4bda00,0,99000000000000000000da00,85,20119,9108,6622,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10119,
ePC032_Chp3_Em02,d13b10,44,d100c8,9,10535,73,475,38,475,38,160,189,186,4bda00,0,99000000000000000000da00,86,20120,9108,6622,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10120,
ePC032_Chp4_Em01,d13b11,45,d100c8,9,8107,78,517,41,517,41,169,203,198,4fda00,0,99000000000000000000da00,87,20121,7600,5320,00da00,93000000,92ca00000000ca3df5c28f,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10121,
ePC033_Chp4_Em01,d13b12,54,d100c8,13,43382,96,740,57,740,57,234,275,262,66da00,0,99000000000000000000da00,88,20122,37488,16961,00da00,93000000,92ca3d23d70aca3e23d70a,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10122,
ePC034_Chp2_Em01,d13b13,13,d100c8,5,1821,37,225,17,225,17,101,104,115,1ada00,0,99000000000000000000da00,6,102,68,484,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001000da00,c2da00,00da00,00da00,00de0023,10123,
ePC034_Chp3_Em01,d13b14,14,d100c8,5,3597,38,209,34,163,6,92,95,116,1dda00,0,99000000000000000000da00,4,20124,108,805,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10124,
ePC034_Chp4_Em01,d13b15,15,d100c8,5,3338,37,193,33,150,6,91,94,115,1dda00,0,99000000000000000000da00,4,20125,94,666,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10125,
ePC034_Chp4_Em02,d13b15,15,d100c8,5,3338,37,193,33,150,6,91,94,115,1dda00,0,99000000000000000000da00,4,20126,94,666,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10126,
ePC035_Chp1_Em01,d13b17,12,d100c8,5,2519,37,205,16,205,16,99,103,113,1ada00,0,99000000000000000000da00,2,20127,80,527,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10127,
ePC036_Chp4_Em01,d13b18,45,d100c8,10,12877,73,407,76,317,14,145,171,186,4fda00,0,99000000000000000000da00,8,221,9108,6622,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,20142,
ePC036_Chp4_Em02,d13b18,45,d100c8,10,12877,73,407,76,317,14,145,171,186,4fda00,0,99000000000000000000da00,8,222,9108,6622,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,20143,
ePC036_Chp4_Em03,d13b18,45,d100c8,10,12877,73,407,76,317,14,145,171,186,4fda00,0,99000000000000000000da00,3,223,9108,6622,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002900da00,c2da00,00da00,00da00,00de0023,10128,
ePC037_Chp1_Em01,d13b19,30,d100c8,8,5455,52,353,26,353,26,126,136,142,39da00,0,99000000000000000000da00,3,20187,2605,3943,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10129,
ePC037_Chp1_Em02,d13b1a,30,d100c8,8,5455,52,353,26,353,26,126,136,142,39da00,0,99000000000000000000da00,3,20187,2605,3943,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003400da00,c2da00,00da00,00da00,00de0023,10130,
ePC037_Chp2_Em01,d13b1b,31,d100c8,9,4150,56,369,28,369,28,132,146,150,39da00,0,99000000000000000000da00,10,20131,2441,3264,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001c00da00,c2da00,00da00,00da00,00de0023,10131,
ePC038_Chp3_Em01,d13b1c,46,d100c8,9,11593,76,502,40,502,40,165,198,194,4fda00,0,99000000000000000000da00,4,20132,10003,7084,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10132,
ePC038_Chp3_Em02,d13b1c,46,d100c8,9,11593,76,502,40,502,40,165,198,194,4fda00,0,99000000000000000000da00,4,20133,10003,7084,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10133,
ePC039_Chp1_Em01,d13b1e,52,d100c8,10,15818,88,599,46,599,46,185,229,220,66da00,0,99000000000000000000da00,2,20134,12320,8214,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,20247,
ePC039_Chp1_Em02,d13b1e,52,d100c8,10,15818,88,599,46,599,46,185,229,220,66da00,0,99000000000000000000da00,2,20134,12320,8214,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10134,
ePC039_Chp2_Em01,d13b1f,53,d100c8,10,18522,93,656,49,656,49,195,246,233,66da00,0,99000000000000000000da00,3,20135,17138,8414,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000a00da00,c2da00,00da00,00da00,00de0023,10135,
ePC039_Chp3_Em01,d13b20,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,4,20136,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10136,
ePC039_Chp3_Em02,d13b20,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,4,20137,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10137,
ePC039_Chp3_Em03,d13b20,54,d100c8,10,16673,89,618,47,618,47,189,235,224,66da00,0,99000000000000000000da00,4,20138,13926,8280,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10138,
ePC040_Chp1_Em01,d13b23,43,d100c8,10,22103,75,535,39,535,39,163,194,190,4bda00,0,99000000000000000000da00,89,20139,17373,12460,00da00,93000000,92cabdf5c28fca3e2e147b,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10139,
ePC040_Chp2_Em01,d13b23,44,d100c8,11,24558,75,535,44,535,44,193,212,209,4bda00,0,99000000000000000000da00,90,20141,19111,13706,00da00,93000000,92cabd4ccccdca3e19999a,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10140,
ePC040_Chp2_Em02,d13b25,44,d100c8,10,11702,70,386,72,300,13,140,163,179,4bda00,0,99000000000000000000da00,91,20140,8214,6160,00da00,93000000,92ca3df5c28fca3e3851ec,0,5549c3,5549c3,5549c3,5549c3,93003900da00,c2da00,00da00,00da00,00de0023,10141,
ePC042_Chp4_Em01,d13b26,9,d100c8,5,2042,34,103,8,133,28,78,81,110,12da00,0,99000000000000000000da00,24,20142,59,524,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93000000da00,c2da00,00da00,00da00,00de0023,10142,
ePC042_Chp4_Em02,d13b27,9,d100c8,5,609,31,116,12,116,12,91,97,107,12da00,0,99000000000000000000da00,25,20143,5,257,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,20005,
ePC042_Chp4_Em03,d14f9a,9,d100c8,5,609,31,116,12,116,12,91,97,107,12da00,0,99000000000000000000da00,25,20143,5,257,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93002e00da00,c2da00,00da00,00da00,00de0023,10143,
ePC043_Chp2_Em01,d14f48,28,d100c8,8,8485,52,252,60,252,60,80,123,185,36da00,0,99000000000000000000da00,46,460,1895,2868,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93004100da00,c2da00,00da00,00da00,00de0023,10144,
ePC043_Chp4_Em01,d13b29,30,d100c8,8,9231,55,259,63,259,63,83,129,193,39da00,0,99000000000000000000da00,10,20145,2304,3072,00da00,93000000,92ca00000000ca00000000,0,5549c3,5549c3,5549c3,5549c3,93001d00da00,c2da00,00da00,00da00,00de0023,10145,
