Id,Label,Name,DisplayLevel,Shields,StartingWeaknesses,HP,PAtk,MAtk,EquipAtk,PDef,MDef,Speed,Crit,CritDef,Exp,Money
5192,AllMASTER_Boss_Chp2_01_03,Thief,35,5,"Axe, Bow, Fan, Fire, Light",3200,230,230,63,45,40,150,100,180,0,0
5036,AllMASTER_Boss_Chp3_01_01,Edoras Infantryman I,36,5,"Spear, Staff, Tome, Lightning",1200,264,264,63,52,45,160,110,201,200,500
5037,AllMASTER_Boss_Chp3_01_02,Edoras Infantryman II,36,5,"Spear, Axe, Bow, Wind",1200,264,264,63,52,45,160,110,201,200,500
5038,AllMASTER_Boss_Chp3_02_01,Gimel the Brigand Leader,40,7,"Dagger, Bow, Staff, Wind, Dark",20000,312,312,71,54,47,163,113,205,16000,12000
5039,AllMASTER_Boss_Chp3_02_02,Thief,40,5,"Sword, Axe, Tome, Fire, Lightning",4000,286,286,71,54,47,163,113,205,0,0
5040,AllMASTER_Boss_Chp3_02_03,Thief,40,5,"Sword, Axe, Tome, Fire, Lightning",4000,286,286,71,54,47,163,113,205,0,0
5041,AllMASTER_Boss_Chp4_01_01,Cerro the Emissary,43,14,"Spear, Axe, Fan, Fire, Dark",27000,484,484,75,57,50,177,101,219,20000,14000
5043,AllMASTER_Boss_Chp5_01_01,Gonzalez the Ironarm,48,12,"Sword, Dagger, Tome, Ice, Wind",30000,840,504,83,30,20,114,124,233,22000,15000
5044,AllMASTER_Boss_Chp5_02_01,General Krauser,50,10,"Sword, Axe, Fan, Lightning, Dark",35000,576,456,92,30,30,152,124,233,24000,16000
5045,AllMASTER_Boss_Chp5_02_02,General's Subordinate,50,5,"Spear, Axe, Staff, Fire, Wind",5000,384,384,92,30,20,141,124,233,0,0
5046,AllMASTER_Boss_Chp5_02_03,General's Subordinate,50,5,"Spear, Axe, Staff, Fire, Wind",5000,384,384,92,30,20,141,124,233,0,0
5047,AllMASTER_Boss_Chp5_03_01,King Pardis III,50,13,"Sword, Dagger, Staff, Ice, Light",180000,900,900,44,60,60,1,124,233,0,0
5048,AllMASTER_Boss_Chp6_01_01,Mysterious Assassin,53,12,"Dagger, Bow, Tome, Fire, Light",40000,613,605,102,50,45,148,135,234,40000,16800
5140,AllMASTER_Boss_Chp6_02_01,Edoras Soldier,55,7,"Spear, Bow, Staff, Lightning",3000,347,237,113,81,81,999,152,253,0,0
5141,AllMASTER_Boss_Chp6_02_02,Edoras Soldier,55,7,"Spear, Bow, Staff, Lightning",3000,347,237,113,81,81,999,152,253,0,0
5142,AllMASTER_Boss_Chp6_02_03,Edoras Soldier,55,7,"Spear, Bow, Staff, Lightning",3000,347,237,113,81,81,999,152,253,0,0
5049,AllMASTER_Boss_Chp7_01_01,Gonska the Clown,58,10,"Dagger, Bow, Staff, Ice, Light",66666,800,800,125,71,71,188,160,253,60000,18400
5050,AllMASTER_Boss_Chp8_01_01,General Krauser,65,12,"Sword, Axe, Fan, Lightning, Dark",50000,672,576,125,83,83,213,172,267,70000,20000
5051,AllMASTER_Boss_Chp8_01_02,General's Subordinate,65,7,"Spear, Axe, Staff, Fire, Wind",6500,432,408,125,72,72,195,150,240,0,0
5052,AllMASTER_Boss_Chp8_01_03,General's Subordinate,65,7,"Spear, Axe, Staff, Fire, Wind",6500,432,408,125,72,72,195,150,240,0,0
5053,AllMASTER_Boss_Chp8_02_01,King Pardis III,65,99,"Sword, Dagger, Staff, Ice, Light",88888,750,750,125,65,65,200,250,280,0,0
5054,AllMASTER_Boss_Chp8_03_01,Pardis the Scholarking,65,15,"Sword, Dagger, Staff, Ice, Light",145000,810,810,125,75,75,205,300,290,0,0
5055,AllMASTER_Boss_Chp8_04_01,Master of All,65,15,"Sword, Dagger, Staff, Ice, Light",185000,840,840,125,90,90,195,310,300,200000,30000
5136,AllMASTER_Boss_Chp0_01_01,Ring-sealed Beast,25,18,"Spear, Axe, Staff, Fan, Ice, Wind",30000,380,380,46,42,36,108,108,169,3200,6400
5188,AllMASTER_Boss_Chp9_01_01,Sazantos,65,10,"Spear, Axe, Staff, Ice, Dark",50000,840,840,125,83,83,213,172,267,90000,20000
5056,AllMASTER_Boss_Chp8_ESW,Edoras Defender of Wealth,65,10,"Sword, Dagger, Axe, Fire, Dark",46000,745,780,125,73,67,187,137,261,0,0
5057,AllMASTER_Boss_Chp8_ESF,Edoras Defender of Fame,65,10,"Spear, Tome, Fan, Ice, Wind",48000,780,745,125,73,67,187,137,261,0,0
5058,AllMASTER_Boss_Chp8_ESP,Edoras Defender of Power,65,10,"Axe, Bow, Staff, Lightning, Light",44000,780,745,125,73,67,187,137,261,0,0
5059,AllMASTER_Boss_Chp8_ESWP,Edoras Defender of Wealth,65,10,"Sword, Dagger, Axe, Fire, Dark",25000,745,780,125,73,67,187,137,261,0,0
5060,AllMASTER_Boss_Chp8_ESFP,Edoras Defender of Fame,65,10,"Spear, Tome, Fan, Ice, Wind",23000,780,745,125,73,67,187,137,261,0,0
5061,AllMASTER_Boss_Chp8_ESPP,Edoras Defender of Power,65,10,"Axe, Bow, Staff, Lightning, Light",23000,780,745,125,73,67,187,137,261,0,0
5064,AllMASTER_Boss_Chp6_ESW,Edoras Defender of Wealth,65,10,"Sword, Dagger, Axe, Fire, Dark",80000,745,780,125,90,90,187,137,261,0,0
5065,AllMASTER_Boss_Chp6_ESF,Edoras Defender of Fame,65,10,"Spear, Tome, Fan, Ice, Wind",80000,780,745,125,90,90,187,137,261,0,0
5066,AllMASTER_Boss_Chp6_ESP,Edoras Defender of Power,65,10,"Axe, Bow, Staff, Lightning, Light",80000,780,745,125,90,90,187,137,261,0,0
5067,AllMASTER_Boss_Chp8_ESWP_2,Edoras Defender of Wealth,65,10,"Sword, Dagger, Axe, Fire, Dark",25000,745,780,125,73,67,187,137,261,0,0
5068,AllMASTER_Boss_Chp8_ESFP_2,Edoras Defender of Fame,65,10,"Spear, Tome, Fan, Ice, Wind",23000,780,745,125,73,67,187,137,261,0,0
5069,AllMASTER_Boss_Chp8_ESPP_2,Edoras Defender of Power,65,10,"Axe, Bow, Staff, Lightning, Light",23000,780,745,125,73,67,187,137,261,0,0
5062,B05_00_BlkMan_01,Blackrobe (Axe),62,6,"Sword, Bow, Fan, Fire, Lightning",54870,692,672,125,72,70,205,160,245,25000,8000
5063,B05_00_BlkMan_02,Blackrobe (Bow),62,7,"Spear, Dagger, Tome, Ice, Light",54961,646,626,125,75,73,191,176,248,25000,8000
5070,B05_00_BlkMan_03,Blackrobe (Dagger),62,7,"Sword, Spear, Axe, Lightning, Dark",54840,675,655,125,67,65,215,154,242,25000,8000
5074,B06_04_Boss_01,Foreign Emissary (Circle Blade),62,8,"Sword, Axe, Tome, Ice, Light",51397,705,705,125,76,74,214,219,255,39000,9000
5075,B06_04_Boss_02,Foreign Emissary (Staff),62,11,"Spear, Axe, Bow, Ice, Dark",64206,688,688,125,70,68,199,259,261,39000,9000
5076,B07_02_Boss_01,Black Scarlet (Polearm),62,6,"Sword, Dagger, Staff, Fire, Wind",69305,711,711,125,74,74,244,229,249,38000,11000
5077,B07_02_Boss_02,Black Scarlet (Hammer),62,10,"Spear, Bow, Fan, Lightning, Light",56392,695,695,125,80,80,239,262,256,38000,11000
5071,B05_04_Boss,Delvecchio,63,7,"Spear, Bow, Staff, Wind, Light",71792,661,661,138,78,69,202,222,208,87000,37000
5078,B05_04_Boss_01,Delvecchio's Lackey (Axe),62,6,"Sword, Bow, Fan, Fire, Lightning",28044,672,672,138,72,70,205,160,245,0,0
5079,B05_04_Boss_02,Delvecchio's Lackey (Bow),62,7,"Spear, Dagger, Tome, Ice, Light",28101,626,626,138,75,73,191,176,248,0,0
5080,B05_04_Boss_03,Delvecchio's Lackey (Dagger),62,7,"Sword, Spear, Axe, Lightning, Dark",28025,655,655,138,67,65,215,154,242,0,0
5072,B05_09_Boss_01,Mandarino,63,16,"Sword, Dagger, Lightning, Dark",109801,725,665,138,94,75,186,185,260,45000,20000
5073,B05_09_Boss_02,Remone,63,11,"Axe, Staff, Fire, Wind",47660,681,721,138,78,69,222,231,241,45000,20000
5081,B06_08_Boss_01,Cavalry (Bow),64,7,"Spear, Tome, Fan, Fire, Wind",21580,671,671,138,78,73,217,195,238,15000,4200
5082,B06_08_Boss_02,Cavalry (Polearm),64,8,"Bow, Tome, Fan, Fire, Wind",19460,658,658,138,80,75,212,218,238,15000,4200
5083,B06_08_Boss_03,Captain Na'gu,64,12,"Sword, Bow, Fan, Fire, Dark",98781,741,741,138,82,77,246,225,286,63000,19600
5084,B06_08_Boss_04,Empress Tatloch,64,25,"Spear, Axe, Staff, Lightning",197562,821,821,138,78,73,256,275,386,0,0
5085,B06_08_Boss_04_02,Cavalry (Bow),64,7,"Spear, Tome, Fan, Fire, Wind",18500,671,671,138,75,71,217,195,238,0,0
5086,B06_08_Boss_04_03,Cavalry (Polearm),64,8,"Bow, Tome, Fan, Fire, Wind",15230,658,658,138,78,73,212,218,238,0,0
5093,B07_04_Boss_01,Villain (Townsperson),65,18,"Sword, Bow, Tome, Wind, Dark",86500,682,682,138,100,100,205,206,238,20000,15000
5091,B07_08_Boss_01,Villain (Man),65,15,"Dagger, Bow, Staff, Fire, Light",90540,813,813,138,120,101,208,215,257,35000,15000
5092,B07_08_Boss_02,Villain (Woman),65,14,"Sword, Spear, Tome, Ice, Light",74085,724,724,138,101,121,245,234,257,35000,15000
5087,B07_05_Boss_01,Monaris the Villainous,65,24,"Sword, Axe, Fan, Lightning, Dark",217840,784,784,138,121,133,228,227,264,90000,33000
5088,B05_13_Boss_01,Lookout (Whip),66,8,"Spear, Bow, Tome, Ice, Lightning",37200,698,698,144,87,87,219,201,255,26000,10000
5089,B05_13_Boss_02,Judah the Believer,66,18,"Dagger, Bow, Staff, Wind, Dark",187560,846,888,144,128,137,237,258,284,87000,45000
5097,B05_13_Boss_01_02,Lookout (Polearm),66,9,"Sword, Axe, Tome, Ice, Wind",42700,703,703,150,77,77,204,211,255,25000,11000
5098,B05_13_Boss_02_02,Judah's Aide (Axe),66,10,"Sword, Staff, Fan, Fire, Dark",87400,721,704,150,111,103,211,206,255,0,0
5099,B05_13_Boss_02_03,Judah's Aide (Fan),66,9,"Spear, Bow, Tome, Lightning, Dark",84500,705,718,150,104,116,225,227,255,0,0
5193,EvTwn001_Boss_01_01,Siva,8,5,"Sword, Bow, Staff, Fire, Light",1357,120,40,16,16,13,40,70,110,300,1500
5194,EvTwn001_Boss_01_02,Zash,8,5,"Spear, Bow, Fan, Ice, Light",1357,100,100,16,16,13,90,70,110,300,1500
10000,ePC001_Chp1_Em01,High Wolf,18,6,"Sword, Dagger, Bow, Lightning, Dark",3183,260,260,36,17,17,136,132,122,119,792
10001,ePC001_Chp2_Em01,Mossy Cave Tortoise,19,6,"Dagger, Fan, Wind",5810,223,223,36,45,45,70,103,160,126,870
10002,ePC001_Chp3_Em01,Suspicious Man,20,6,"Sword, Dagger, Bow, Ice",3581,303,303,38,19,19,107,112,122,163,1089
10003,ePC001_Chp3_Em02,Suspicious Man,20,6,"Sword, Dagger, Bow, Ice",3581,303,303,38,19,19,107,112,122,163,1089
10004,ePC001_Chp4_Em01,Smuggler,21,6,"Dagger, Bow, Tome, Fire, Lightning",3735,312,312,40,20,20,109,114,123,173,1197
10005,ePC001_Chp4_Em02,Smuggler,21,6,"Dagger, Bow, Tome, Fire, Lightning",3735,312,312,40,20,20,109,114,123,173,1197
10006,ePC002_Chp1_Em01,Sea Birdian,32,8,"Sword, Spear, Axe, Fire, Lightning",5275,311,311,60,24,24,166,168,148,2304,3072
10007,ePC002_Chp1_Em02,Sea Birdian,32,8,"Sword, Spear, Axe, Fire, Lightning",5275,311,311,60,24,24,166,168,148,2304,3072
10009,ePC002_Chp2_Em01,Barnacle Tortoise,33,9,"Axe, Staff, Tome, Lightning",10655,273,273,60,68,68,87,138,203,2714,3648
10010,ePC002_Chp3_Em01,Guido's Minion,34,9,"Sword, Spear, Staff, Fan, Light",5079,429,429,60,21,21,122,162,153,3544,4752
10011,ePC002_Chp3_Em02,Guido's Minion,34,9,"Sword, Spear, Staff, Fan, Light",5079,429,429,60,21,21,122,162,153,3544,4752
10012,ePC002_Chp4_Em01,Guido,35,10,"Sword, Staff, Tome, Ice, Light",18424,379,379,63,32,32,205,203,179,8214,11088
10013,ePC003_Chp1_Em01,Wounded Ratking,55,11,"Spear, Dagger, Fan, Lightning, Light",36580,862,862,113,37,37,183,281,243,37000,15540
10014,ePC003_Chp2_Em01,Merchant,56,11,"Dagger, Bow, Fan, Light, Dark",27086,479,615,113,30,104,168,216,248,22880,8862
10015,ePC003_Chp3_Em01,Ratkin Charmer's Minion,57,11,"Spear, Axe, Staff, Wind, Dark",25149,597,465,113,103,19,183,234,243,20350,8547
20047,ePC003_Chp3_Em02,Ratkin Charmer's Minion,57,11,"Spear, Axe, Staff, Wind, Dark",25149,597,465,113,103,19,183,234,243,20350,8547
10016,ePC003_Chp4_Em01,Ratkin Charmer,58,11,"Sword, Dagger, Bow, Fire, Wind",39397,888,888,113,37,37,186,288,248,41600,16112
10017,ePC003_Chp4_Em02,Wounded Ratking,58,11,"Spear, Dagger, Fan, Lightning, Light",27086,479,615,113,30,104,168,216,248,22880,8862
10018,ePC004_Chp1_Em01,Pursuer,45,9,"Sword, Dagger, Axe, Bow, Ice",14863,443,443,79,35,35,215,240,198,10450,7315
10019,ePC004_Chp2_Em01,Thief,46,10,"Spear, Axe, Staff, Lightning, Light",12817,532,532,79,42,42,172,208,202,11000,7627
10020,ePC004_Chp3_Em01,Blue,47,10,"Spear, Dagger, Staff, Ice, Light",16511,470,470,83,37,37,223,251,206,11550,7939
10021,ePC004_Chp4_Em01,Ronan,48,13,"Spear, Staff, Fan, Lightning, Wind",30020,601,601,83,49,49,207,232,227,23100,15877
10225,ePC004_Chp4_Em02,Blue,48,9,"Spear, Dagger, Staff, Ice, Light",9017,574,574,83,28,28,150,216,194,10003,7084
10022,ePC005_Chp2_Em01,Speckled Bat,19,6,"Spear, Bow, Ice, Wind, Dark",3320,268,268,36,17,17,139,134,123,126,870
10023,ePC006_Chp1_Em01,Serpentes Member,47,9,"Spear, Dagger, Staff, Ice, Dark",11593,502,502,83,40,40,165,198,194,10003,7084
10024,ePC006_Chp1_Em02,Serpentes Member,47,9,"Spear, Dagger, Staff, Ice, Dark",11593,502,502,83,40,40,165,198,194,10003,7084
10025,ePC006_Chp1_Em03,Serpentes Member,47,9,"Spear, Dagger, Staff, Ice, Dark",11593,502,502,83,40,40,165,198,194,10003,7084
10226,ePC006_Chp2_Em01,Serpentes Boss,48,13,"Spear, Fire, Wind, Dark",30020,522,418,83,86,16,159,193,206,21000,14433
10026,ePC006_Chp2_Em02,Serpentes Member,48,9,"Spear, Dagger, Staff, Ice, Dark",10535,475,475,83,38,38,160,189,186,9108,6622
10227,ePC006_Chp2_Em03,Serpentes Member,48,9,"Spear, Dagger, Staff, Ice, Dark",10535,475,475,83,38,38,160,189,186,9108,6622
10228,ePC006_Chp3_Em01,Strahd's Aide,49,10,"Spear, Staff, Tome, Fire, Wind",18343,498,498,92,39,39,231,264,215,12210,8232
10027,ePC006_Chp4_Em01,Strahd,50,14,"Dagger, Axe, Fire, Ice, Light",38667,456,570,92,33,98,185,208,242,24640,16427
10028,ePC007_Chp3_Em01,Ruffian,20,6,"Axe, Staff, Fan, Wind, Light",4377,260,260,38,17,17,136,132,122,163,1089
10234,ePC007_Chp3_Em02,Ruffian,20,6,"Axe, Staff, Fan, Wind, Light",4377,260,260,38,17,17,136,132,122,163,1089
10029,ePC007_Chp4_Em01,Fake Medicine Man,21,7,"Axe, Tome, Lightning, Wind",4966,219,281,40,12,42,92,97,127,247,1877
10030,ePC008_Chp3_Em01,Faust,37,11,"Spear, Axe, Fan, Fire, Dark",16588,517,517,67,29,29,160,198,186,11499,11581
10031,ePC009_Chp1_Em01,Apothecary,12,5,"Dagger, Staff, Fan, Fire, Dark",3079,137,176,26,9,31,81,84,113,80,527
10032,ePC010_Chp1_Em01,Shifty-eyed Drunkard,12,5,"Dagger, Bow, Tome, Wind, Light",1629,203,203,26,11,11,88,110,112,66,528
10033,ePC010_Chp1_Em02,Portly Drunkard,12,5,"Dagger, Bow, Lightning, Light",1629,203,203,26,11,11,88,110,112,66,528
10034,ePC010_Chp2_Em01,Assassin,13,5,"Axe, Bow, Fan, Fire, Light",1795,219,219,26,11,11,89,111,112,73,528
20048,ePC010_Chp2_Em02,Assassin,13,5,"Axe, Bow, Fan, Fire, Light",1795,219,219,26,11,11,89,111,112,73,528
10035,ePC010_Chp3_Em01,Assassin,14,5,"Axe, Bow, Fan, Fire, Light",1959,234,234,29,11,11,90,112,113,80,527
20049,ePC010_Chp3_Em02,Assassin,14,5,"Axe, Bow, Fan, Fire, Light",1959,234,234,29,11,11,90,112,113,80,527
10036,ePC010_Chp4_Em01,Aristolo,15,6,"Dagger, Staff, Fire, Lightning, Wind",6540,267,267,29,20,20,120,114,128,215,1610
10229,ePC010_Chp4_Em02,Assassin,15,5,"Axe, Bow, Fan, Fire, Light",1465,190,190,29,10,10,87,108,111,63,526
10233,ePC010_Chp4_Em03,Assassin,15,5,"Axe, Bow, Fan, Fire, Light",1465,190,190,29,10,10,87,108,111,63,526
10037,ePC011_Chp2_Em01,Guard,13,5,"Sword, Spear, Axe, Lightning, Wind",3338,193,150,26,33,6,91,94,115,94,666
10038,ePC011_Chp3_Em01,Geltner's Minion,14,5,"Axe, Bow, Tome, Ice, Light",3597,209,209,29,15,15,129,124,116,108,805
10039,ePC011_Chp4_Em01,Geltner,15,6,"Dagger, Axe, Tome, Fire, Wind",6540,267,267,29,20,20,120,114,128,215,1610
20002,ePC011_Chp4_Em02,Geltner's Minion,15,5,"Axe, Bow, Tome, Ice, Light",2301,143,143,29,12,12,122,117,111,63,526
20003,ePC011_Chp4_Em03,Geltner's Minion,15,5,"Axe, Bow, Tome, Ice, Light",2301,143,143,29,12,12,122,117,111,63,526
10040,ePC012_Chp4_Em01,Jude,15,6,"Sword, Spear, Staff, Wind, Dark",7194,186,232,29,12,36,102,95,128,215,1610
10041,ePC012_Chp4_Em02,Jude's Minion,15,5,"Spear, Dagger, Tome, Lightning, Dark",2301,143,143,29,12,12,122,117,111,63,526
20211,ePC012_Chp4_Em03,Jude's Minion,15,5,"Spear, Dagger, Tome, Lightning, Dark",2301,143,143,29,12,12,122,117,111,63,526
10042,ePC013_Chp1_Em01,Ruffian,32,9,"Spear, Bow, Fan, Lightning, Light",6530,375,375,60,29,29,135,149,153,3544,4752
10043,ePC013_Chp3_Em01,Ryan,34,11,"Sword, Staff, Tome, Wind, Dark",17564,297,371,60,22,66,139,141,175,7839,10560
10044,ePC014_Chp1_Em01,Lord Morbidus,12,6,"Axe, Bow, Staff, Fire, Wind",5597,156,195,26,9,31,81,84,113,144,957
10045,ePC014_Chp2_Em01,Lord Morbidus's Minion,13,5,"Dagger, Staff, Tome, Fire, Light",2820,164,164,26,14,14,125,120,112,73,528
20050,ePC014_Chp2_Em02,Lord Morbidus's Minion,13,5,"Dagger, Staff, Tome, Fire, Light",2820,164,164,26,14,14,125,120,112,73,528
10046,ePC014_Chp3_Em01,Lord Morbidus,14,6,"Axe, Bow, Staff, Fire, Wind",6069,172,214,29,10,33,82,85,115,170,1210
10230,ePC014_Chp3_Em02,Lord Morbidus's Minion,14,5,"Dagger, Staff, Tome, Fire, Light",2042,133,133,29,12,12,121,117,110,59,524
10231,ePC014_Chp3_Em03,Lord Morbidus's Minion,14,5,"Dagger, Staff, Tome, Fire, Light",2042,133,133,29,12,12,121,117,110,59,524
10047,ePC014_Chp4_Em01,Lord Morbidus,15,6,"Axe, Bow, Staff, Fire, Wind",7194,186,232,29,12,36,102,95,128,215,1610
10235,ePC014_Chp4_Em02,Lord Morbidus's Minion,15,5,"Dagger, Staff, Tome, Fire, Light",1883,166,166,29,14,14,96,99,111,63,526
10236,ePC014_Chp4_Em03,Lord Morbidus's Minion,15,5,"Dagger, Staff, Tome, Fire, Light",1883,166,166,29,14,14,96,99,111,63,526
10048,ePC015_Chp3_Em01,Scott,14,6,"Axe, Bow, Tome, Lightning, Light",7194,232,232,29,17,17,148,133,128,215,1610
10049,ePC016_Chp1_Em01,Raging Rhino,52,8,"Sword, Spear, Staff, Wind, Dark",23430,546,546,102,89,89,174,218,229,11296,6071
10050,ePC016_Chp2_Em01,Raging Rhino,53,8,"Sword, Spear, Staff, Wind, Dark",24696,562,562,102,91,91,177,223,233,12464,6119
10051,ePC016_Chp3_Em01,Raging Rhino,54,8,"Sword, Spear, Staff, Wind, Dark",26030,579,579,102,93,93,180,229,238,13632,6168
10052,ePC016_Chp4_Em01,Bloody Rhino,55,13,"Axe, Bow, Ice, Lightning, Dark",45725,763,763,113,59,59,238,281,268,40700,17094
10053,ePC017_Chp1_Em01,Pirate,29,8,"Sword, Spear, Staff, Fan, Light",5230,349,349,54,26,26,124,134,140,2324,3802
10054,ePC017_Chp1_Em02,Pirate,29,8,"Sword, Spear, Staff, Fan, Light",5230,349,349,54,26,26,124,134,140,2324,3802
10055,ePC017_Chp3_Em01,Pirate Captain,31,9,"Dagger, Axe, Wind, Dark",13186,345,276,57,55,10,118,129,148,5760,7680
20137,ePC017_Chp3_Em02,Pirate,31,7,"Sword, Spear, Staff, Fan, Light",4808,343,343,57,24,24,119,128,135,1760,3520
20138,ePC017_Chp3_Em03,Pirate,31,7,"Sword, Spear, Staff, Fan, Light",4808,343,343,57,24,24,119,128,135,1760,3520
10056,ePC017_Chp4_Em01,Rare Crab,32,11,"Sword, Axe, Fire, Lightning, Wind",20314,304,304,60,70,70,110,149,215,7088,9504
10057,ePC018_Chp1_Em01,Edmonds's Minion,44,10,"Sword, Axe, Bow, Ice",12877,407,317,75,76,14,145,171,186,9108,6622
20136,ePC018_Chp1_Em02,Edmonds's Minion,44,10,"Sword, Axe, Bow, Ice",12877,407,317,75,76,14,145,171,186,9108,6622
10058,ePC018_Chp2_Em01,Sand Lizardman,45,9,"Dagger, Tome, Fan, Wind, Dark",7024,475,475,79,38,38,160,189,186,6624,4816
20240,ePC018_Chp2_Em02,Sand Lizardman,45,9,"Dagger, Tome, Fan, Wind, Dark",7024,475,475,79,38,38,160,189,186,6624,4816
20241,ePC018_Chp2_Em03,Sand Lizardman,45,9,"Dagger, Tome, Fan, Wind, Dark",7024,475,475,79,38,38,160,189,186,6624,4816
10059,ePC018_Chp3_Em01,Assassin,46,10,"Spear, Bow, Tome, Fire, Light",15666,456,456,79,36,36,219,246,202,11000,7627
20243,ePC018_Chp3_Em04,Bodyguard,46,9,"Spear, Axe, Fan, Lightning, Light",12161,517,517,79,41,41,169,203,198,10450,7315
20314,ePC018_Chp3_Em05,Edmonds's Minion,46,10,"Sword, Axe, Bow, Ice",11702,386,300,79,72,13,140,163,179,8214,6160
20315,ePC018_Chp3_Em06,Edmonds's Minion,46,10,"Sword, Axe, Bow, Ice",11702,386,300,79,72,13,140,163,179,8214,6160
10061,ePC018_Chp4_Em01,Kidnapper,47,10,"Spear, Dagger, Staff, Ice, Dark",13509,549,549,83,43,43,175,213,206,11550,7939
20316,ePC018_Chp4_Em04,Edmonds,47,14,"Sword, Dagger, Fan, Fire, Ice",33022,522,418,83,92,22,191,213,227,23100,15877
10063,ePC019_Chp1_Em01,Ruffian,52,10,"Sword, Dagger, Fan, Wind, Light",12303,684,684,102,33,33,168,250,220,12320,8214
10064,ePC019_Chp1_Em02,Ruffian,52,10,"Spear, Dagger, Staff, Ice, Dark",12303,684,684,102,33,33,168,250,220,12320,8214
10065,ePC019_Chp2_Em01,Thief,53,10,"Sword, Dagger, Bow, Ice",15818,599,599,102,46,46,185,229,220,12320,8214
10066,ePC019_Chp2_Em02,Thief,53,10,"Sword, Dagger, Bow, Ice",15818,599,599,102,46,46,185,229,220,12320,8214
10067,ePC019_Chp2_Em03,Thief,53,10,"Sword, Dagger, Bow, Ice",15818,599,599,102,46,46,185,229,220,12320,8214
10068,ePC019_Chp3_Em01,Thief,54,10,"Spear, Axe, Fan, Lightning, Light",16673,618,618,102,47,47,189,235,224,13926,8280
10069,ePC019_Chp3_Em02,Thief,54,10,"Spear, Axe, Fan, Lightning, Light",16673,618,618,102,47,47,189,235,224,13926,8280
10070,ePC019_Chp3_Em03,Thief,54,10,"Spear, Axe, Fan, Lightning, Light",16673,618,618,102,47,47,189,235,224,13926,8280
10071,ePC019_Chp4_Em01,Hogni,55,14,"Sword, Bow, Fan, Ice, Lightning",50298,663,531,113,110,26,220,258,268,40700,17094
10072,ePC020_Chp1_Em01,River Froggen,42,9,"Axe, Bow, Tome, Ice, Dark",7024,475,475,75,38,38,160,189,186,6624,4816
10073,ePC020_Chp4_Em01,Riven Soldier,45,10,"Bow, Staff, Tome, Fire, Wind",13507,419,326,79,77,14,148,176,190,9556,6853
20244,ePC020_Chp4_Em02,Riven Soldier,45,10,"Bow, Staff, Tome, Fire, Wind",13507,419,326,79,77,14,148,176,190,9556,6853
10074,ePC021_Chp1_Em01,Laughing Hyaena,32,8,"Sword, Axe, Bow, Fire, Dark",3956,363,363,60,28,28,130,142,148,2304,3072
20250,ePC021_Chp1_Em02,Laughing Hyaena,32,8,"Sword, Axe, Bow, Fire, Dark",3956,363,363,60,28,28,130,142,148,2304,3072
10075,ePC021_Chp2_Em01,High Wolf,33,9,"Sword, Dagger, Bow, Lightning, Dark",6089,328,328,60,26,26,174,180,156,2714,3648
10076,ePC021_Chp4_Em01,One-eyed Wolf,35,10,"Spear, Bow, Fan, Lightning, Light",16749,436,436,63,36,36,167,174,179,8214,11088
10077,ePC022_Chp1_Em01,Thief,12,5,"Sword, Dagger, Fan, Wind, Light",2519,205,205,26,16,16,99,103,113,80,527
10078,ePC022_Chp2_Em01,War Wolf,13,5,"Staff, Tome, Fan, Light, Dark",1862,153,153,26,13,13,124,119,112,48,384
20045,ePC022_Chp2_Em02,War Wolf,13,5,"Staff, Tome, Fan, Light, Dark",1862,153,153,26,13,13,124,119,112,48,384
20046,ePC022_Chp2_Em03,War Wolf,13,5,"Staff, Tome, Fan, Light, Dark",1862,153,153,26,13,13,124,119,112,48,384
10079,ePC022_Chp3_Em01,Knight Ardante Recruit,14,4,"Dagger, Bow, Tome, Fire, Lightning",4198,176,176,29,29,29,90,93,113,80,527
20004,ePC022_Chp3_Em02,Knight Ardante Recruit,14,4,"Dagger, Bow, Tome, Fire, Lightning",4198,176,176,29,29,29,90,93,113,80,527
10080,ePC023_Chp1_Em01,Red Fox,12,5,"Dagger, Bow, Staff, Fan, Wind",2239,176,176,26,14,14,126,121,113,58,383
10081,ePC023_Chp2_Em01,High Wolf,13,5,"Sword, Dagger, Bow, Lightning, Dark",2428,193,193,26,14,14,128,123,115,68,484
10082,ePC023_Chp3_Em01,Gabbrodillo,14,5,"Sword, Spear, Bow, Tome, Ice, Dark",3589,137,137,29,36,36,63,92,146,53,384
10083,ePC023_Chp3_Em02,Forest Ratkin,14,5,"Dagger, Axe, Staff, Fire, Lightning, Light",1538,192,192,29,16,16,98,102,112,53,384
10084,ePC023_Chp3_Em03,Majestic Marmot,14,5,"Sword, Dagger, Staff, Tome, Fire, Light",2051,164,164,29,14,14,125,120,112,53,384
10086,ePC023_Chp4_Em01,Forest Tyrant,15,6,"Spear, Axe, Bow, Ice, Light",7012,286,286,29,20,20,121,117,129,228,1688
10087,ePC024_Chp1_Em01,Giant Sheep,12,5,"Spear, Bow, Staff, Fire",1680,205,205,26,16,16,99,103,113,58,383
10088,ePC024_Chp2_Em01,Raging Rhino,13,4,"Sword, Spear, Staff, Wind, Dark",3642,193,193,26,30,30,91,94,115,68,484
10089,ePC024_Chp3_Em01,Slayer Bug,14,5,"Dagger, Axe, Ice, Light",2051,164,164,29,14,14,125,120,112,53,384
